,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,272.26864354849016,165.2640610831055,82.69891617851243,166.25562332515304,229.7487419457272,408.74564026594715,440.87947106821446,363.89852623861145,120.47972176468163,235.8361310052279,179.30722181374782,306.3753132669344,114.86560622543597,267.2339774537524,359.6736867923548,286.9696327474526,78.23706509621985,363.89852623861145,356.05295608115847,229.7487419457272,129.9122064736556,103.42124354534282,0.0,359.6736867923548,305.22684154111937,88.97659421218233,382.767856399573,363.89852623861145,440.87947106821446,88.97659421218233,115.65936475988418,88.97659421218233,79.93878099314784,208.64619713536422,227.18024055728614,108.65674713287822,111.20999155679883,296.91710486208166,198.3710013375026,163.95722908110903,154.92494285618983,168.42288952059866,47.81141947037302,259.059584533123,392.19365998012415,382.767856399573,229.7487419457272,268.2831507485306,106.90552551663677,51.20518173157775,1007.3380532826824,140.07767991051637,229.7487419457272,363.89852623861145,229.7487419457272,325.88096779825526,229.7487419457272,105.79888829757185,136.16807239204942,32.50066800907141,235.8361310052279,77.39067301616701,229.7487419457272,251.9548340226185,104.26296060577465,440.87947106821446,440.87947106821446,271.6425195136678,282.8416131735379,241.03664029878945,440.87947106821446,286.9696327474526,406.83024361506807,743.3073422849668,56.86646392623055,140.9446506064073,440.87947106821446,286.9696327474526,359.6736867923548,278.36191948257516,323.9755023263,76.22113260814952,82.15803628784623,1044.4673799458844,92.67076279708104,77.97688974524438,243.82139657633834,79.93878099314784,140.0271538053521,441.4441351002191,79.93878099314784,169.7327312145784,91.60270242088805,299.16998965932476,44.65447335787869,229.7487419457272,156.13381264549176,151.9657167488813,175.18076286413117
1,272.26864354849016,0.0,146.43153303469595,250.73875770178432,107.32158319908335,58.709382165156505,153.38828262689077,254.779190156887,115.46871306746229,174.3513124299262,72.41823626137537,437.5473832300187,133.84893308835908,181.4771711574535,88.81104945006552,146.79741370696468,42.356265220013505,281.28212505405554,115.46871306746229,84.42985214963238,58.709382165156505,400.1419745304341,308.4428489381538,272.26864354849016,146.79741370696468,74.05594206542176,185.79271311591486,113.50953361247362,115.46871306746229,254.779190156887,185.79271311591486,259.95533417750954,185.79271311591486,213.30575925921704,156.9029339466965,438.58596770606266,311.9246007769739,343.2633130531207,71.18059573388348,84.10774997326172,206.35149011954988,178.01462151902896,404.16899287682537,226.01439349851395,45.62694872506721,161.15508981185118,113.50953361247362,58.709382165156505,37.017677369415104,168.66236017172145,319.6450081713,1224.9600032948147,139.256109634947,58.709382165156505,115.46871306746229,58.709382165156505,64.18321839577665,58.709382165156505,184.71270160858285,140.90889836294798,286.1946032570116,72.41823626137537,196.73343241187675,58.709382165156505,124.20941164706659,301.0980156478863,254.779190156887,254.779190156887,41.4804164135721,27.000065413729214,502.15821870896946,254.779190156887,42.356265220013505,140.71958590572376,1008.9712883581533,317.41957458884224,391.79190912415015,254.779190156887,42.356265220013505,146.79741370696468,7.1888166404604545,587.2847647741033,321.0311770237727,349.9581004480122,785.3093325454965,181.14713963575448,246.4293088629834,120.02441854282694,213.30575925921704,141.33996513820384,255.99212139977328,213.30575925921704,160.59321866992155,182.06315655878018,62.87705305753248,236.6409776945155,58.709382165156505,180.54778202226572,169.27358000893773,101.71346972229816
2,165.2640610831055,146.43153303469595,0.0,113.67334951116109,65.41327954596156,138.15407558071777,299.7391203270167,383.67652141826153,260.18305664082226,137.08563538073741,156.5286732431658,303.5458687383706,245.8780170102378,140.52213175594702,193.8228631360022,280.4584212064821,179.87215582011848,144.85456955618034,260.18305664082226,226.55801594004993,138.15407558071777,292.71420296397497,167.86899524140307,165.2640610831055,280.4584212064821,209.1046433481588,83.47002368681413,257.6335686198718,260.18305664082226,383.67652141826153,83.47002368681413,115.44064361373893,83.47002368681413,87.28416409181561,50.145149729290196,293.07001665930045,170.60362631702966,205.37389102774415,202.78114518884175,63.84839095308757,62.45127746213157,172.9660430473969,263.5141658097857,132.65651867989072,160.50653316719314,302.38684402035574,257.6335686198718,138.15407558071777,125.18815433192897,69.21209316845339,201.15935877975053,1168.3332804141896,107.40869926092849,138.15407558071777,260.18305664082226,138.15407558071777,210.38844282780636,138.15407558071777,59.46518978760524,102.2423862473423,165.65949509341183,156.5286732431658,93.74637750280621,138.15407558071777,205.46897476252593,159.78562830863132,383.67652141826153,383.67652141826153,126.33466339456129,143.90287629899453,406.1382800374312,383.67652141826153,179.87215582011848,286.01083881075135,905.3550900385145,193.71536616198495,256.53145642236836,383.67652141826153,179.87215582011848,280.4584212064821,149.76921264421932,452.7563750925529,189.77470629097903,227.85926207609137,929.6844434771101,83.01119770787719,111.3165167812523,196.8012643589543,87.28416409181561,111.77016072216222,384.68971607455467,87.28416409181561,169.2490154015094,84.20305867312214,199.0666437039405,149.13605451940563,138.15407558071777,176.23623473716694,162.13231894391512,103.4321822465199
3,82.69891617851243,250.73875770178432,113.67334951116109,0.0,146.58347089615808,223.97833298834067,400.3275361464973,460.17243937945386,357.63410281707564,150.47334373089365,236.67591138220087,190.01300907063705,320.3984361231294,148.27665195136336,273.0849741478363,366.28047234047716,276.5304486163397,31.25828973538179,357.63410281707564,334.3063652845315,223.97833298834067,190.67445348909717,58.27013618889131,82.69891617851243,366.28047234047716,301.35685250385666,79.60249021074908,364.20714007552385,357.63410281707564,460.17243937945386,79.60249021074908,34.156798001903816,79.60249021074908,41.99778461736581,144.4917505441819,193.88787336148337,62.30917670302026,92.83464200373231,293.76270195166876,167.4125670519861,88.38817668275709,192.85072165923748,153.4652203693454,87.76397438252674,251.7826410452941,394.08747003578424,364.20714007552385,223.97833298834067,235.8486446352528,90.33677711624583,96.83663343717593,1082.8583813417138,148.70141265848036,223.97833298834067,357.63410281707564,223.97833298834067,312.0318924288959,223.97833298834067,66.61881480179936,142.77367282909898,64.5146038011555,236.67591138220087,74.87207346555162,223.97833298834067,269.7535121132017,51.853310175561354,460.17243937945386,460.17243937945386,237.74665012283464,253.53365216043807,307.25058064216273,460.17243937945386,276.5304486163397,391.30629397338237,797.3542668213398,85.34821614758545,143.13092208267727,460.17243937945386,276.5304486163397,366.28047234047716,255.41615445629267,339.5337331353161,76.70893242810567,118.66165089431337,1035.7728534424607,85.16045384347119,6.9251732564137285,260.8117762607357,41.99778461736581,151.05732257150194,460.96271187427504,41.99778461736581,200.97171042748636,85.03276881917014,292.9649476738431,100.85931370391832,223.97833298834067,195.22116642712052,185.6036623847738,172.2522940530928
4,166.25562332515304,107.32158319908335,65.41327954596156,146.58347089615808,0.0,78.94334840912224,253.83408996328552,322.7750948141678,211.0653580249881,90.25344440666603,94.74528768996458,330.6801296010968,183.4118716637799,95.94663055891303,132.3590151485129,222.98743786867234,129.95546925822762,176.1617057420727,211.0653580249881,191.74226150902328,78.94334840912224,295.4848716687198,204.84550554090947,166.25562332515304,222.98743786867234,155.31939319199464,78.5756366948193,220.18943881912887,211.0653580249881,322.7750948141678,78.5756366948193,161.31918963661076,78.5756366948193,107.11445944854368,106.8210091346168,338.84195131006766,208.76213753235413,237.90631013517162,147.98367621245964,36.41043930362972,125.38009414318843,116.99756603439019,299.61154521503664,121.62556221447477,105.58157023908164,248.6617226403656,220.18943881912887,78.94334840912224,102.75348747170717,61.34099095484007,212.57634549591396,1144.732505303557,53.01976036527813,78.94334840912224,211.0653580249881,78.94334840912224,166.06696965913127,78.94334840912224,79.99061807021367,50.26257902547272,178.89665702899177,94.74528768996458,89.6955019302633,78.94334840912224,140.48451567827436,198.11804442251236,322.7750948141678,322.7750948141678,106.55712923970832,116.6104606952382,401.6292378537607,322.7750948141678,129.95546925822762,246.24438184369086,907.38784001352,210.09940007359043,285.32086555397984,322.7750948141678,129.95546925822762,222.98743786867234,112.96654528539086,480.2641828620763,214.1825296975433,242.73253873226665,889.9460459343775,74.10188211889138,141.6106819365989,131.7189792484931,107.11445944854368,57.21061371098755,323.717369388166,107.11445944854368,109.20701889841756,75.07093092782723,146.58269613551067,134.30512602554185,78.94334840912224,120.29575055345556,105.89421058279957,38.11041395611089
5,229.7487419457272,58.709382165156505,138.15407558071777,223.97833298834067,78.94334840912224,0.0,179.60665747010657,245.55389557829318,135.32969897304073,121.17283277528148,20.825523384532396,402.9430826744141,108.39023424447218,128.3682276910015,56.01646291427116,144.08900261868374,57.446267483274084,252.51311728808227,135.32969897304073,131.54000917992096,0.0,353.76750149229963,282.14716895261654,229.7487419457272,144.08900261868374,77.62869104894672,149.6754448274386,154.9175051854511,135.32969897304073,245.55389557829318,149.6754448274386,240.20858273886145,149.6754448274386,183.11325859130818,166.465449940375,417.21737930390486,286.2856903810374,313.5317289748548,69.84796434793017,77.81149616718245,200.49719885410755,119.90455162345049,375.7326232806205,182.08760659286855,29.31768031231924,170.1590462847584,154.9175051854511,0.0,83.24578387146298,134.85892747061368,279.5286263715389,1166.6096541358525,90.3727014854034,0.0,135.32969897304073,0.0,96.8658099755036,0.0,157.89608901048666,93.70950106625007,248.32878719562726,20.825523384532396,159.20140290190514,0.0,77.58022490362306,275.79247635020585,245.55389557829318,245.55389557829318,88.79875775610607,83.13056351728643,451.1085075843196,245.55389557829318,57.446267483274084,177.46657944569145,957.6879427367955,279.7517809361173,358.895314289035,245.55389557829318,57.446267483274084,144.08900261868374,65.85438508852856,551.3926106830495,287.3027574433571,310.50704045061445,816.3982170122747,144.33848689768163,218.58054353764862,70.86030117015189,183.11325859130818,91.29633132214573,246.55805842388617,183.11325859130818,102.06149291120796,144.99548964335006,70.11145112366464,190.15915937433616,0.0,122.31941098792316,111.65961914929251,54.764165218577546
6,408.74564026594715,153.38828262689077,299.7391203270167,400.3275361464973,253.83408996328552,179.60665747010657,0.0,150.52951021053423,45.14456293356221,294.2932561401876,173.29711992279314,582.4359747523126,133.25360734020137,301.21552658112194,146.9490318849012,81.17328999417428,123.98526447954039,429.9771802768985,45.14456293356221,85.51182439891761,179.60665747010657,529.7787659525791,458.53998223206025,408.74564026594715,81.17328999417428,103.76605519731532,328.8768685642924,57.49977598424094,45.14456293356221,150.52951021053423,328.8768685642924,412.2021392159575,328.8768685642924,360.76079172869487,307.2858709590743,590.8952739547132,462.33858426775544,491.6138918821516,112.17013729272489,236.6979368368478,359.60718314992954,277.9019087226908,553.4369531849484,360.9476952734892,150.42158691288006,51.036176801616094,57.49977598424094,179.60665747010657,181.01394463445982,313.3437022209476,458.9207681283447,1293.1163277715052,268.6900233353036,179.60665747010657,45.14456293356221,179.60665747010657,89.36763888093384,179.60665747010657,333.71084422397126,272.6204534215133,427.93528739977984,173.29711992279314,338.6728552841239,179.60665747010657,177.78166923862807,451.6161163971641,150.52951021053423,150.52951021053423,182.37336270902594,161.75716479889195,620.1002082064139,150.52951021053423,123.98526447954039,35.295930190597424,1123.2805575493578,459.35791939970613,538.0489964702002,150.52951021053423,123.98526447954039,81.17328999417428,150.6348390379658,730.9992171570107,466.5112155790347,489.9512508055299,636.8743771512954,323.6365331448897,395.43970607883494,182.23485747232718,360.76079172869487,268.9426269811757,151.96467322100645,360.76079172869487,258.18460685063275,324.34055640496314,109.64104371833245,367.7522709385609,179.60665747010657,279.01104463147203,273.811599440479,234.3435142874169
7,440.87947106821446,254.779190156887,383.67652141826153,460.17243937945386,322.7750948141678,245.55389557829318,150.52951021053423,0.0,154.0819599783993,320.93667332222566,228.07212079630912,620.0404773194854,140.08935008893346,326.152463535282,190.4481110943919,108.08683330125255,212.83840360075635,485.28429945489677,154.0819599783993,222.4293223338344,245.55389557829318,541.4225254896851,516.4834169467179,440.87947106821446,108.08683330125255,180.9627263948315,380.9347040173306,202.98308990301143,154.0819599783993,0.0,380.9347040173306,481.3195626564686,380.9347040173306,418.1746591690324,407.5488312143946,653.4063944350678,521.1776049483275,542.4479628076058,185.13644483678664,321.82874001549544,446.0499301198911,287.27202708557127,604.3181407348268,395.8840322869313,224.84344332986748,106.22697236249624,202.98308990301143,245.55389557829318,290.90872416662376,370.2170325231245,491.6645456455295,1209.2340292963538,311.93832076616883,245.55389557829318,154.0819599783993,245.55389557829318,201.4677568515309,245.55389557829318,397.39478971085316,317.68569985784234,467.66829843693154,228.07212079630912,387.5394031259071,245.55389557829318,191.10506529588707,511.3807558055471,0.0,0.0,294.45238771981025,274.84634387049306,609.3603842427183,0.0,212.83840360075635,185.77496749318252,1093.2998410744785,497.1359401226851,580.9939288475997,0.0,212.83840360075635,108.08683330125255,255.99318547872974,760.7193201675545,511.3907095238453,521.8987345140706,634.4719517342129,375.3266583342022,453.970192935467,199.8790110862995,418.1746591690324,310.02690102871713,1.4353723799464921,418.1746591690324,271.2294713974247,375.579026910426,192.10884453115128,396.2592148052037,245.55389557829318,286.6257722920943,289.0592509330525,289.8273974409151
8,363.89852623861145,115.46871306746229,260.18305664082226,357.63410281707564,211.0653580249881,135.32969897304073,45.14456293356221,154.0819599783993,0.0,249.14869488997718,128.25357546544393,538.2632349709944,95.34995625936077,256.0722200304123,102.20454083621173,56.335612290780794,81.30677741016476,386.90905302875996,0.0,68.8078185319477,135.32969897304073,484.6353373771985,415.9022893414927,363.89852623861145,56.335612290780794,58.716117581349536,284.9390467497205,56.635555802746914,0.0,154.0819599783993,284.9390467497205,370.8659774471124,284.9390467497205,317.5509485566878,272.07637321170665,549.3302685372321,419.8263867653102,448.3212007133746,67.0916290985134,196.5043549672817,321.1999433411559,233.27303116798342,510.34046594799753,316.0892809498973,106.39632240225947,49.401459475252615,56.635555802746914,135.32969897304073,147.15905044812442,269.74818174588927,414.21125338237846,1255.3227161253976,223.82095341488403,135.32969897304073,0.0,135.32969897304073,52.4913281780083,135.32969897304073,291.0559290042289,227.85556292013476,383.5270648107771,128.25357546544393,294.53110157773847,135.32969897304073,134.77114454001915,409.1715278057494,154.0819599783993,154.0819599783993,149.4881711222298,128.78886708994324,575.3207020060447,154.0819599783993,81.30677741016476,57.608000563510664,1079.0324151540094,414.9195081467966,494.17936958592975,154.0819599783993,81.30677741016476,56.335612290780794,114.04159382127052,686.5433617425156,422.59542813107475,445.2672122353616,681.1398552830416,279.633945847295,352.561850255287,138.57980043880016,317.5509485566878,223.99132178166917,155.4621501962429,317.5509485566878,213.52668994326697,280.3046193476178,65.22097620454053,322.70863101036946,135.32969897304073,234.46820058293122,228.9427336611968,189.92680367917546
9,120.47972176468163,174.3513124299262,137.08563538073741,150.47334373089365,90.25344440666603,121.17283277528148,294.2932561401876,320.93667332222566,249.14869488997718,0.0,121.69771223562988,299.7484778756318,185.96323835997237,7.197858584132669,149.13020966839207,240.07791080576476,177.71761208444318,169.89870659177092,249.14869488997718,252.66223514130522,121.17283277528148,235.5018589473004,201.3410853858008,120.47972176468163,240.07791080576476,190.7189759529799,75.34571401052976,275.66662644846775,249.14869488997718,320.93667332222566,75.34571401052976,179.52998294131015,75.34571401052976,111.41055179422774,186.4802540085823,336.9411815054227,206.42507378063505,223.03927398131094,182.28347249687496,125.89873814660265,179.41964482369684,42.764241779723804,284.1896511197376,75.00854346098366,149.15502449238903,273.58602054697394,275.66662644846775,121.17283277528148,183.4965688494371,76.17663259113186,171.63087676630457,1056.9817531504932,38.242904412814994,121.17283277528148,249.14869488997718,121.17283277528148,217.28378703063416,121.17283277528148,104.73637870327252,40.0103065083059,146.7862400936932,121.69771223562988,76.29531115064671,121.17283277528148,131.47910248388408,197.77578325354577,320.93667332222566,320.93667332222566,188.27863721968362,192.49286287165492,329.95896883241267,320.93667332222566,177.71761208444318,296.7927907718452,836.5194957101604,176.2694910708686,260.0572555534685,320.93667332222566,177.71761208444318,240.07791080576476,181.3377598662869,443.71467456022197,190.86181286331055,202.38905824092348,926.9477238229899,70.87440134531772,143.61544031485442,123.3971820898365,111.41055179422774,34.7827687402286,321.54164929350014,111.41055179422774,51.490645664715196,70.38134498933867,186.3093622380657,76.31432031818984,121.17283277528148,45.42492062549779,35.17665238627937,73.46817308449567
